dst_mac,src_mac,dst_ip,src_ip,dst_port,src_port,length,vlan,pcp,nop,await0,await1,prot
b8:cb:27:3c:a1:fe,fb:69:dd:e7:f8:75,29.192.234.123,190.20.119.25,11474,9419,763,1428,2,53998,18,116,0
fc:8a:00:d3:f6:cf,1d:46:01:0c:1b:0e,232.11.209.119,15.9.215.166,35579,64405,179,204,0,50835,123,13,1
bd:3e:11:f3:f8:a6,4e:e1:6c:5a:1b:d2,238.189.98.53,211.80.37.93,8386,61995,383,677,4,5489,98,24,1
95:3e:6d:69:48:2b,2e:a3:d3:70:56:46,14.175.64.221,241.229.23.84,6891,7058,903,4015,4,4303,125,115,1
2b:03:9c:79:5d:70,40:1e:fc:b2:58:40,93.76.75.244,188.1.193.107,63479,7574,250,3224,5,24665,4,45,0
75:91:ed:ba:3e:ee,ab:a7:7e:88:7c:52,136.115.41.246,36.86.252.203,46707,43050,329,1642,0,25347,0,54,1
e0:0b:39:2d:78:bc,bb:38:83:6e:08:c3,123.39.45.198,199.1.233.173,21993,50757,1193,2432,7,30231,11,58,1
d9:ad:9d:59:72:cb,e1:ff:b7:8d:eb:17,3.240.2.41,122.108.164.115,61678,3172,1466,587,0,57608,63,69,1
55:df:b6:03:bf:b9,02:4a:b5:06:a7:83,194.19.217.105,178.183.4.201,17654,37618,647,3919,2,51790,65,42,0
ce:e1:c5:ae:2b:45,19:63:d5:d4:97:5d,127.26.240.59,217.163.32.131,29281,23122,606,3792,7,10148,64,97,1
0e:fe:cd:a9:e2:02,c9:8c:2b:cc:99:68,194.99.65.146,28.171.212.197,835,39535,482,2555,1,58120,22,38,0
1b:08:a2:4d:55:cf,2e:a3:d3:70:56:46,112.170.45.31,18.240.133.44,36033,25610,339,1571,6,21442,123,60,0
e7:de:95:dd:72:15,95:3e:6d:69:48:2b,150.36.223.37,203.100.78.6,49351,33552,1385,644,3,27013,8,24,0
ee:45:44:7f:fb:a1,ca:59:d5:97:0d:e7,156.40.10.10,50.48.115.222,62284,11411,681,2167,4,18229,86,35,1
5d:a2:94:c0:ea:a5,9b:c2:17:6a:ad:4c,22.2.45.162,247.250.135.63,49622,39176,1204,3900,0,30306,40,24,1
fa:8c:5e:81:e7:74,95:0a:37:42:96:31,214.135.213.31,46.55.118.178,45722,25212,1276,2976,1,10865,7,15,1
5e:62:93:77:55:6e,a0:5f:bf:ab:0e:f3,211.80.37.93,249.114.121.202,50671,52863,584,2916,1,39785,104,90,1
67:1a:63:9a:15:2c,68:c4:b6:a9:c2:69,210.57.26.132,193.123.45.209,32666,4017,882,1271,3,33189,9,122,0
d3:81:98:0f:8b:c9,73:5b:9c:91:96:d9,43.85.203.255,16.21.180.159,59664,10915,824,675,5,42484,39,115,1
1d:9b:19:fb:79:7a,2a:63:6b:5f:5c:21,165.0.218.9,93.76.75.244,39982,50469,1193,3342,3,9290,127,74,1
49:6d:54:cd:fe:4d,2f:92:ed:a2:fd:6b,212.9.117.30,22.153.107.215,55192,8664,1157,3949,2,799,75,65,1
88:b4:6a:38:3c:71,05:ea:8a:5d:c3:49,163.23.92.58,59.242.239.27,43,50053,978,1611,5,60134,74,12,1
27:f6:19:3b:c8:02,ac:9f:9d:fb:fe:67,5.186.243.180,24.68.251.61,62340,40466,123,2483,0,31313,115,50,1
bb:2d:4f:14:7e:45,be:61:0a:be:90:6d,110.97.158.3,36.28.97.230,26017,63524,1357,367,1,38619,54,0,0
b2:a7:80:af:68:2c,5a:97:49:ce:c9:7a,91.212.203.219,50.48.115.222,31028,54487,888,2134,3,59463,75,31,0
81:f3:00:1b:2f:83,cd:56:45:e3:61:57,43.96.119.196,94.7.178.20,19701,18122,595,35,7,48961,99,43,0
a3:df:e6:05:82:eb,8b:42:e1:b2:b8:9f,144.208.144.190,62.166.82.57,15936,12498,617,325,5,35350,106,81,0
8f:f4:11:fe:c3:d5,99:5e:6e:aa:a2:d3,150.36.223.37,43.85.203.255,43837,8951,1137,1891,7,24095,39,75,0
aa:45:d7:25:19:f3,42:6f:32:f0:b9:cc,110.97.158.3,29.192.234.123,63606,63015,1056,2634,5,6169,56,88,1
c5:3a:df:00:5c:9d,0e:fe:cd:a9:e2:02,253.7.3.202,111.105.229.141,53949,58226,904,2353,0,14545,75,15,0
c9:8c:2b:cc:99:68,bc:df:b5:dc:fa:56,199.1.233.173,217.236.117.69,21239,35469,1406,1301,5,2193,49,92,0
55:c5:7f:fd:95:5d,73:d8:b9:a1:4b:cb,153.0.22.221,222.198.81.191,40162,8876,802,3463,0,51035,78,101,0
0a:20:2f:26:d9:74,e3:0e:e8:d6:b1:13,62.212.208.208,150.138.64.105,47298,20820,265,2563,1,9748,93,122,1
9a:aa:b7:47:b1:67,9a:aa:b7:47:b1:67,193.123.45.209,107.93.180.28,61637,21122,1120,1482,5,58406,92,125,0
5a:18:ba:da:24:22,50:da:70:ce:46:6b,236.123.99.211,227.254.19.144,8502,9141,394,3871,6,35592,117,117,0
e0:57:9b:1a:32:c9,6b:c0:b8:ab:03:fe,121.254.100.71,232.83.104.26,23867,6861,68,560,6,2518,4,20,1
ca:59:d5:97:0d:e7,0a:20:2f:26:d9:74,16.21.180.159,105.18.247.109,886,5755,905,1133,6,9317,50,6,1
fb:63:ae:19:72:ab,07:bb:6a:fa:76:9a,157.44.166.11,165.0.218.9,59644,37822,1195,865,7,36984,126,80,0
8b:d4:2e:91:4b:6d,b4:53:d4:65:f0:79,48.156.56.147,96.171.130.202,47365,37431,239,2538,7,6468,63,107,1
b8:c4:2d:10:2c:b5,ba:82:01:5f:25:04,14.175.64.221,190.20.119.25,52859,50135,1422,1120,6,20576,3,60,0
fd:e2:24:35:c5:88,a1:d7:fa:65:33:ae,141.213.149.26,61.171.103.190,56441,64487,320,3338,2,21100,73,7,0
62:f9:e6:e2:06:38,86:cc:8d:81:33:fa,14.175.64.221,111.105.229.141,59486,50074,768,802,6,50975,102,114,1
1d:9b:19:fb:79:7a,d9:14:10:bd:a8:55,130.121.222.34,121.254.100.71,51601,33977,1328,1478,5,15429,105,40,1
5b:f6:20:2b:8c:ae,55:e3:13:c7:73:11,22.153.107.215,64.117.227.189,50531,13703,1350,3974,5,17648,70,69,0
9d:ea:aa:4f:6e:6d,d3:81:98:0f:8b:c9,204.122.214.109,156.40.10.10,37554,45342,787,3744,2,34624,36,19,0
e3:52:18:0c:c2:7c,99:82:55:1b:24:49,200.96.160.79,46.55.118.178,48476,36638,585,2225,4,28885,23,125,1
05:ea:8a:5d:c3:49,55:c5:7f:fd:95:5d,112.42.11.171,173.183.142.104,42177,31318,823,3708,5,42403,53,44,1
3c:2c:43:72:c1:d5,ea:03:f8:b4:d6:d4,228.241.7.27,190.44.106.31,11400,34991,173,792,3,21420,96,57,1
94:67:63:d9:8f:c3,69:f8:ad:6d:c7:59,57.245.70.1,253.219.164.64,53926,17338,199,2059,1,7089,127,1,1
6f:ea:7b:a0:97:ac,d3:e1:1e:d0:74:a9,154.180.106.188,65.244.219.116,54037,65130,962,455,5,27763,13,47,1
63:ca:7e:2a:f9:35,55:df:b6:03:bf:b9,169.62.68.11,178.179.29.249,4928,24093,1462,3861,3,23927,32,12,0
65:5f:ff:ec:ca:ab,e3:52:18:0c:c2:7c,203.151.73.14,14.175.64.221,38116,51088,710,1116,2,25104,84,70,1
5e:62:93:77:55:6e,10:26:92:05:ee:59,217.163.32.131,90.154.22.189,7349,40231,963,40,5,1301,72,106,0
f4:ed:48:bd:46:d8,1f:40:84:7f:fd:4d,227.254.19.144,121.236.189.212,59730,20072,1195,1989,0,23009,104,87,0
1a:b0:1d:5f:ae:09,54:8a:f4:de:38:f8,37.255.177.14,124.172.153.86,55592,33965,381,2220,7,38360,65,86,1
bc:fb:50:45:e9:8a,e7:de:95:dd:72:15,236.123.99.211,11.107.1.119,25411,53784,1057,817,2,43733,26,42,1
5d:a2:94:c0:ea:a5,8e:ab:bb:9c:20:b4,130.185.103.211,135.159.44.119,46582,28833,840,14,1,44241,106,65,0
1d:9b:19:fb:79:7a,ad:59:6a:19:0e:6d,21.99.110.14,206.205.171.252,50347,24726,96,2866,5,49502,28,51,0
31:0e:e1:2d:00:a5,b2:a7:80:af:68:2c,230.1.32.206,178.179.29.249,20736,38833,1000,2472,4,26748,86,27,0
fc:8a:00:d3:f6:cf,42:06:8b:d1:45:e7,10.210.135.25,53.208.15.51,23680,19027,347,52,4,2918,11,72,0
95:0a:37:42:96:31,5e:62:93:77:55:6e,196.49.58.122,189.70.26.174,42064,62967,756,621,2,2827,75,23,0
a1:ca:73:c5:22:a3,1d:9b:19:fb:79:7a,0.222.85.226,173.183.142.104,18103,42427,707,3330,7,23486,45,63,0
cd:56:45:e3:61:57,ff:be:e4:fd:64:48,181.194.143.230,150.36.223.37,4035,63381,360,2532,4,41403,7,105,0
60:64:9f:39:8b:32,8e:9e:d1:ff:3f:33,214.135.213.31,131.27.28.73,42298,34502,562,2311,7,23814,3,32,1
7e:92:b6:21:98:11,15:b5:05:ec:29:b8,5.186.243.180,223.200.229.98,18297,63514,502,1850,5,14602,19,41,1
55:e3:13:c7:73:11,54:79:3b:d3:21:2a,145.150.127.180,40.59.197.15,35376,43926,767,678,3,33729,75,31,0
dd:fc:9e:95:73:0f,65:5f:ff:ec:ca:ab,120.50.251.121,233.165.151.142,9148,10805,899,65,5,15930,3,101,0
9b:da:dc:0f:db:74,e4:13:4e:f2:68:da,133.151.239.34,94.77.105.248,59594,55651,972,2070,1,25210,36,108,1
0f:54:d7:84:66:80,f4:ed:48:bd:46:d8,47.85.237.146,93.76.75.244,15964,34502,461,1001,1,32400,124,69,0
fb:69:dd:e7:f8:75,54:8a:f4:de:38:f8,169.62.68.11,59.242.239.27,16943,38901,1434,3929,7,965,112,99,0
c9:1d:16:05:e3:3c,4e:95:db:04:01:a0,7.250.128.129,234.20.48.174,29262,64646,271,1415,6,64320,8,97,1
26:0c:a7:33:18:8f,ac:6b:05:ee:db:e7,173.183.142.104,57.190.98.49,18987,14639,641,780,3,26655,104,26,0
eb:25:de:6c:26:2d,68:dd:64:ef:23:17,72.244.48.124,24.68.251.61,28807,12017,600,2667,5,52375,62,41,0
dd:fc:9e:95:73:0f,d3:e4:09:a2:08:fd,121.254.100.71,43.96.119.196,19392,23731,219,3550,1,3828,85,109,0
ce:e1:c5:ae:2b:45,a8:3b:6f:c7:22:71,88.156.194.252,105.166.83.31,14005,58920,524,498,4,54385,67,98,1
6d:79:c9:67:b9:7e,bc:fb:50:45:e9:8a,53.208.15.51,201.102.167.209,58988,17656,803,3349,1,48975,74,44,1
63:ca:7e:2a:f9:35,2b:03:9c:79:5d:70,154.180.106.188,13.34.253.228,33446,52331,1382,821,6,30572,27,96,0
d8:d3:15:1d:de:d4,5a:18:ba:da:24:22,226.182.86.107,36.28.97.230,47585,4854,1439,764,0,13971,58,60,0
99:82:55:1b:24:49,ee:45:44:7f:fb:a1,118.225.86.65,62.212.208.208,33179,25613,1159,23,6,65378,14,26,1
72:80:a0:5d:91:38,c3:70:ac:14:fb:5e,145.150.127.180,224.45.157.80,1320,37249,788,3636,5,7551,83,9,0
6b:c0:b8:ab:03:fe,31:0e:e1:2d:00:a5,62.166.82.57,161.23.185.130,27835,43775,1135,2256,5,9436,29,31,0
64:54:6b:6a:b6:f2,9b:da:dc:0f:db:74,88.156.194.252,22.2.45.162,22874,31201,252,2037,1,48613,88,116,0
8f:f6:c7:b2:ae:e8,0a:20:2f:26:d9:74,144.208.144.190,87.134.255.111,25710,11982,874,2259,6,37182,6,77,0
ca:59:d5:97:0d:e7,2f:ae:bd:be:a3:4a,79.224.149.149,203.100.78.6,60923,31310,1057,2702,1,39749,34,13,1
73:d8:b9:a1:4b:cb,78:aa:73:03:00:17,112.37.123.5,150.184.101.61,23156,36590,644,270,7,63680,77,2,1
ad:59:6a:19:0e:6d,56:1b:49:51:65:5f,34.138.33.187,40.22.45.132,27452,57209,1217,2105,7,17859,82,41,1
e1:9e:50:63:c7:70,47:18:11:96:19:80,238.189.98.53,10.210.135.25,55341,43010,794,2192,5,40070,26,4,1
5d:a2:94:c0:ea:a5,31:eb:39:01:f9:10,214.135.213.31,47.85.237.146,61156,46972,937,1253,6,31356,59,71,1
4e:e1:6c:5a:1b:d2,be:61:0a:be:90:6d,8.163.244.15,161.23.185.130,6344,4529,405,1251,6,41757,110,121,0
fb:49:b7:72:3c:08,0a:ae:b9:68:87:58,234.20.48.174,130.185.103.211,48141,64443,291,3583,1,64381,6,0,0
bb:38:83:6e:08:c3,a1:d7:fa:65:33:ae,22.153.107.215,81.222.99.13,63916,23507,946,2910,2,6162,90,3,1
90:88:9a:88:28:90,ce:e1:c5:ae:2b:45,97.60.237.71,79.224.149.149,4793,30797,1263,2476,4,31259,52,44,0
2b:f9:c9:81:9f:cc,e3:8f:bd:98:66:e7,253.7.3.202,118.225.86.65,43805,17573,162,2926,3,13338,76,109,1
51:12:c0:08:c9:11,21:d0:b3:86:71:b0,29.192.234.123,233.5.241.225,54668,29320,308,1958,7,25143,112,84,1
09:b2:d8:bf:5c:9e,55:a2:6c:f6:bf:b7,237.208.91.49,62.212.208.208,6525,24953,113,3410,2,23872,0,35,1
cb:3a:a9:4c:3f:ce,93:e0:d0:5e:f2:db,204.248.148.176,52.58.189.234,39126,14633,1064,2270,1,56371,3,19,0
7e:47:ef:1d:69:72,73:5b:9c:91:96:d9,121.236.189.212,137.168.253.17,53136,57570,1145,397,1,32109,76,41,1
14:af:61:9f:29:10,d9:ad:9d:59:72:cb,144.208.144.190,106.22.15.255,23981,15511,1393,1218,0,41357,36,101,1
c3:70:ac:14:fb:5e,10:ab:d6:3e:98:57,233.165.151.142,218.214.84.68,1997,41889,1069,3813,0,16555,27,121,0
ab:a7:7e:88:7c:52,c3:e3:66:4d:b3:aa,62.166.82.57,14.175.64.221,47586,11236,624,1947,1,61880,94,125,1
21:94:5d:4a:76:f3,2a:87:f7:14:8b:20,153.0.22.221,40.14.127.134,44658,64299,755,3134,4,57787,60,2,0
5d:a2:94:c0:ea:a5,54:49:8a:b5:15:4e,188.75.55.128,118.225.86.65,61162,580,1427,3954,3,4940,12,90,1
93:53:33:07:0e:0f,10:ab:d6:3e:98:57,52.97.229.139,57.190.98.49,22771,19373,1137,719,7,24179,5,78,1
0b:b0:11:1a:5a:9e,08:5d:87:af:14:57,6.88.229.22,130.121.222.34,28444,7960,1202,730,2,25748,37,3,1
2a:63:6b:5f:5c:21,e7:de:95:dd:72:15,93.76.75.244,252.201.137.59,54577,38400,315,1943,3,38787,68,87,1
19:63:d5:d4:97:5d,9b:c2:17:6a:ad:4c,200.96.160.79,22.2.45.162,1855,58929,1392,467,4,44832,64,32,1
ad:59:6a:19:0e:6d,8b:d4:2e:91:4b:6d,203.104.205.246,14.194.206.15,17025,46694,202,565,3,20393,72,29,1
2e:a3:d3:70:56:46,12:fc:04:cb:3f:c8,148.32.149.134,40.22.45.132,46524,52029,908,448,1,7629,86,73,1
bf:f3:02:69:f8:fa,8f:f6:c7:b2:ae:e8,233.5.241.225,124.217.62.217,7697,57595,1082,624,5,31424,3,91,0
49:6d:54:cd:fe:4d,05:ea:8a:5d:c3:49,68.216.224.220,102.54.37.149,57322,40751,475,444,5,19201,88,47,0
2a:3d:43:68:0f:d7,6e:ae:0c:87:4f:94,163.95.173.49,133.151.239.34,43980,24685,440,585,4,34589,119,104,0
1a:28:7c:ee:40:f3,02:4a:b5:06:a7:83,206.205.171.252,133.181.20.70,18458,17921,164,3413,1,17598,3,86,0
42:06:8b:d1:45:e7,e1:ff:b7:8d:eb:17,231.33.243.82,79.40.179.120,12440,4547,1103,474,4,13251,32,57,1
46:7a:1b:92:a0:de,1a:b0:1d:5f:ae:09,8.163.244.15,62.212.208.208,22075,20035,962,2547,3,3633,71,66,0
fd:9d:7e:e1:37:56,4a:f2:40:a1:d3:28,87.45.61.88,145.150.127.180,13111,14658,1362,537,1,14899,34,115,1
2b:03:9c:79:5d:70,a3:df:e6:05:82:eb,154.180.106.188,207.178.2.147,48637,23345,914,3327,6,15778,83,116,1
2c:5f:0f:d0:28:76,1b:c4:1c:4c:b3:f5,29.192.234.123,211.80.37.93,23203,23240,394,493,0,61162,47,64,1
43:ad:4c:b1:4c:8d,40:1e:fc:b2:58:40,121.236.189.212,253.219.164.64,4024,27442,1080,1583,5,23354,16,66,1
c9:1d:16:05:e3:3c,a3:7e:26:23:0a:f2,72.244.48.124,122.108.164.115,10394,9628,240,1900,4,47424,109,42,0
54:49:8a:b5:15:4e,a3:3e:a5:86:76:81,181.194.143.230,8.37.141.33,15000,3429,1339,2251,3,18246,12,117,1
1c:80:c9:0b:08:1e,6b:c0:b8:ab:03:fe,253.219.164.64,57.190.98.49,3144,56059,494,1450,6,49274,55,2,0
7f:bd:c8:45:9e:42,cb:3a:a9:4c:3f:ce,203.104.205.246,135.82.109.50,36399,20350,743,2045,5,34390,70,73,0
81:f3:00:1b:2f:83,55:a2:6c:f6:bf:b7,178.235.200.11,222.198.81.191,9502,17669,989,2335,4,27558,39,104,1
bf:2c:7c:c9:20:1c,a0:5f:bf:ab:0e:f3,38.47.105.204,42.82.151.248,48131,43014,1040,1216,4,21617,53,82,1
b9:03:1e:9e:87:3d,21:d0:b3:86:71:b0,104.147.41.32,217.163.32.131,26122,8355,883,3834,4,45746,118,18,1
ad:59:6a:19:0e:6d,ad:d9:78:94:5d:a4,204.248.148.176,95.63.43.34,53524,43079,309,2967,4,7499,50,4,0
5b:f6:20:2b:8c:ae,d3:81:98:0f:8b:c9,1.227.131.126,92.111.65.224,24693,36917,657,2037,5,30348,108,113,1
fd:33:4a:e2:69:93,fb:49:b7:72:3c:08,178.22.42.126,154.180.106.188,19178,17931,887,1605,3,41863,92,85,0
bb:38:83:6e:08:c3,05:ea:8a:5d:c3:49,121.236.189.212,232.43.151.25,17511,13932,274,3305,0,33776,111,83,0
ad:59:6a:19:0e:6d,d3:e4:09:a2:08:fd,142.248.100.149,102.54.37.149,5286,48777,1221,93,3,2330,89,101,0
28:fc:be:e5:9f:26,21:94:5d:4a:76:f3,130.185.103.211,59.242.239.27,61537,58211,451,662,0,52223,71,58,0
2c:5f:0f:d0:28:76,eb:4d:de:b3:42:66,109.2.254.98,126.160.7.208,29384,64464,1399,1028,1,44265,3,14,1
41:81:95:f7:6f:e6,10:26:92:05:ee:59,121.254.100.71,110.4.151.133,43024,40211,1317,1159,1,54188,80,5,0
c3:a4:17:af:30:cb,50:da:70:ce:46:6b,110.97.158.3,224.45.157.80,40126,34320,1049,2373,5,6855,5,33,1
a3:7e:26:23:0a:f2,54:8a:f4:de:38:f8,227.254.19.144,133.181.20.70,49633,55123,183,2858,0,11626,21,101,0
96:f8:85:99:bf:90,46:41:36:27:88:a3,59.59.239.53,22.2.45.162,15246,6841,476,1079,6,60467,24,6,0
9b:09:04:0b:e7:f4,1f:40:84:7f:fd:4d,89.14.212.144,124.217.62.217,54163,51342,914,1713,3,9437,17,59,1
d3:e1:1e:d0:74:a9,fa:8c:5e:81:e7:74,169.179.200.219,190.44.106.31,21666,64939,1334,292,7,62958,93,17,0
eb:4d:de:b3:42:66,55:df:b6:03:bf:b9,163.95.173.49,1.227.131.126,17839,56781,982,2786,4,40066,27,36,1
65:5f:ff:ec:ca:ab,ad:d9:78:94:5d:a4,57.190.98.49,255.166.201.205,49414,12714,85,3854,2,11657,36,16,1
55:c5:7f:fd:95:5d,b2:a7:80:af:68:2c,133.181.20.70,40.22.45.132,20390,21092,1028,154,1,59628,75,15,0
97:f8:0e:8f:14:a6,bc:fb:50:45:e9:8a,222.193.189.188,173.153.0.229,19624,60255,1205,3370,3,56146,96,2,1
6c:ca:cb:39:98:dd,d3:e4:09:a2:08:fd,13.34.253.228,133.151.239.34,22080,13885,1434,1315,0,61011,12,8,0
27:f6:19:3b:c8:02,fb:49:b7:72:3c:08,145.150.127.180,139.159.68.66,29771,18916,359,1745,5,60346,43,14,1
32:28:c2:9e:cd:05,ac:9f:9d:fb:fe:67,124.172.153.86,199.1.233.173,30672,32912,372,573,2,64302,80,84,0
1d:9b:19:fb:79:7a,2b:09:2a:32:20:85,61.239.119.213,52.97.229.139,50752,30344,348,3603,0,5396,113,88,0
c9:1d:16:05:e3:3c,24:68:80:e1:04:fc,52.97.229.139,21.99.110.14,7904,60751,580,1374,5,46387,22,42,1
dd:fc:9e:95:73:0f,b2:a7:80:af:68:2c,218.214.84.68,17.119.185.55,45738,48349,1301,2760,2,29873,124,108,1
32:c7:74:e3:bf:dc,76:c6:f9:b2:62:38,116.130.106.211,200.96.160.79,7614,64193,72,3910,6,42491,62,40,0
d9:66:a9:eb:aa:c1,2f:92:ed:a2:fd:6b,217.236.117.69,246.216.135.73,18215,17630,544,1085,3,58838,109,42,0
56:40:ee:14:47:bf,8b:d4:2e:91:4b:6d,36.86.252.203,214.135.213.31,4045,39665,204,2625,2,9975,85,28,0
d9:14:10:bd:a8:55,7f:bd:c8:45:9e:42,157.44.166.11,124.217.62.217,34637,30872,819,3676,6,24290,12,83,1
d3:e4:09:a2:08:fd,61:87:95:90:28:ae,62.212.208.208,5.186.243.180,37790,36907,1443,370,2,27214,24,19,1
02:4a:b5:06:a7:83,70:50:66:5e:be:ad,24.68.251.61,246.216.135.73,21020,23364,1404,1042,7,30248,105,35,1
54:49:8a:b5:15:4e,76:c6:f9:b2:62:38,164.92.142.73,240.193.25.216,34568,12068,1422,2542,5,44944,34,38,0
bc:fb:50:45:e9:8a,62:2e:9e:de:91:3a,133.181.20.70,203.104.205.246,44404,49334,824,114,0,8117,36,114,1
5e:62:93:77:55:6e,fc:8a:00:d3:f6:cf,8.37.141.33,21.33.152.193,40316,39361,519,2411,2,52676,113,106,0
4e:95:db:04:01:a0,2b:f9:c9:81:9f:cc,46.55.118.178,0.222.85.226,56531,29303,1002,2937,6,28155,63,37,1
fb:49:b7:72:3c:08,8f:f6:c7:b2:ae:e8,206.205.171.252,105.18.247.109,60667,24217,954,380,5,7654,46,35,0
1d:46:01:0c:1b:0e,81:f3:00:1b:2f:83,232.43.151.25,207.178.2.147,10148,13129,1142,1321,0,57713,51,5,0
94:67:63:d9:8f:c3,90:44:7a:f9:9d:08,148.32.149.134,210.57.26.132,32693,52829,1286,3298,2,14956,53,78,1
51:12:c0:08:c9:11,12:a1:ba:60:2a:8e,18.184.130.25,200.94.176.103,61432,3654,1341,381,4,39785,29,76,0
ee:7c:72:36:2c:97,5d:a2:94:c0:ea:a5,97.60.237.71,57.190.98.49,44346,50684,1060,524,2,15761,7,90,0
2c:5f:0f:d0:28:76,95:0a:37:42:96:31,62.20.90.192,110.97.158.3,43479,63508,943,1933,4,41849,51,21,1
88:b4:6a:38:3c:71,86:0c:1f:e8:e6:95,93.76.75.244,157.44.166.11,50508,8327,224,1410,3,3029,118,102,1
95:3e:6d:69:48:2b,e4:13:4e:f2:68:da,160.226.106.121,22.153.107.215,29115,22392,1450,1233,2,2336,115,90,0
ff:be:e4:fd:64:48,42:6f:32:f0:b9:cc,61.249.165.113,6.202.82.67,32848,31908,674,3996,3,49780,35,94,1
60:64:9f:39:8b:32,e1:4e:65:06:ef:2e,232.11.209.119,173.199.154.54,590,25608,709,2104,4,49804,71,114,0
28:fc:be:e5:9f:26,0f:54:d7:84:66:80,193.123.45.209,246.18.194.187,31,36730,1138,1277,1,30900,106,35,0
55:a2:6c:f6:bf:b7,ea:03:f8:b4:d6:d4,206.101.245.215,255.166.201.205,62093,33617,278,1529,3,7343,59,63,1
d3:e1:1e:d0:74:a9,fb:49:b7:72:3c:08,253.219.164.64,46.55.118.178,20337,20188,1352,2630,0,62499,126,13,0
12:fc:04:cb:3f:c8,24:68:80:e1:04:fc,64.117.227.189,193.123.45.209,7804,53001,1360,2607,3,59912,36,81,0
dd:fc:9e:95:73:0f,b8:c4:2d:10:2c:b5,139.159.68.66,40.22.45.132,1532,31082,1275,96,1,29988,23,58,0
0a:20:2f:26:d9:74,1d:9b:19:fb:79:7a,144.208.144.190,106.102.78.188,56749,31470,233,2191,6,42027,127,16,1
8e:9e:d1:ff:3f:33,14:af:61:9f:29:10,246.18.194.187,62.212.208.208,17075,31586,290,1989,4,25087,1,27,0
55:a2:6c:f6:bf:b7,4a:f2:40:a1:d3:28,203.104.205.246,5.186.243.180,53146,65065,939,1704,3,49196,82,117,1
9c:9c:b6:0a:c0:b8,3c:2c:43:72:c1:d5,6.88.229.22,23.90.116.248,29424,46358,470,710,2,1395,52,87,0
9d:ea:aa:4f:6e:6d,c5:3a:df:00:5c:9d,203.100.78.6,142.248.100.149,39213,61389,392,3536,2,36736,115,19,0
0e:fe:cd:a9:e2:02,ac:9f:9d:fb:fe:67,72.244.48.124,241.229.23.84,48762,35036,1361,2738,5,46266,42,71,0
7e:92:b6:21:98:11,7e:92:b6:21:98:11,181.194.143.230,176.125.209.175,12467,36056,831,2255,6,64881,121,102,0
d9:14:10:bd:a8:55,aa:45:d7:25:19:f3,126.160.7.208,231.33.243.82,64882,61308,287,1299,2,10984,94,62,0
c3:a4:17:af:30:cb,32:28:c2:9e:cd:05,122.108.164.115,118.225.86.65,10543,19530,709,3309,5,10583,91,62,1
62:f9:e6:e2:06:38,90:64:52:07:de:f9,169.179.200.219,23.90.116.248,7686,45474,1250,4012,0,33424,52,119,0
ab:a7:7e:88:7c:52,2e:6e:fd:06:f8:4f,164.170.241.102,88.156.194.252,52023,32562,517,2878,3,55016,85,1,1
6f:ea:7b:a0:97:ac,e3:0e:e8:d6:b1:13,17.119.185.55,249.114.121.202,19338,7166,1437,140,2,39666,6,8,1
ad:59:6a:19:0e:6d,19:63:d5:d4:97:5d,46.55.118.178,183.243.247.167,31964,5783,316,2541,2,55625,95,91,0
62:2e:9e:de:91:3a,ac:6b:05:ee:db:e7,188.1.193.107,133.151.239.34,35715,2727,501,3153,7,2695,127,80,1
2b:03:9c:79:5d:70,d9:ad:9d:59:72:cb,52.58.189.234,84.16.219.223,3374,27079,1131,747,1,5424,82,38,0
fd:33:4a:e2:69:93,68:dd:64:ef:23:17,118.225.86.65,116.9.170.244,36217,34840,832,147,6,47339,26,67,1
e4:13:4e:f2:68:da,ee:45:44:7f:fb:a1,226.182.86.107,22.153.107.215,23738,10454,273,1536,3,50778,43,23,0
75:30:3e:26:5f:3d,15:b5:05:ec:29:b8,121.254.100.71,149.182.77.248,23709,39364,520,2905,2,24212,4,42,1
5b:f6:20:2b:8c:ae,2a:3d:43:68:0f:d7,105.18.247.109,194.99.65.146,1235,64679,154,2635,0,1052,104,9,1
8f:f4:11:fe:c3:d5,32:c7:74:e3:bf:dc,242.168.13.252,87.45.61.88,56858,58853,139,3688,7,45634,41,23,0
54:9b:ef:1e:b4:4b,e0:57:9b:1a:32:c9,39.177.208.117,234.20.48.174,48275,29448,1414,4022,7,32199,41,70,1
3c:2c:43:72:c1:d5,7e:92:b6:21:98:11,255.166.201.205,112.170.45.31,65485,45629,955,352,7,21853,2,13,0
73:be:5d:f0:0f:4b,d9:66:a9:eb:aa:c1,46.55.118.178,17.119.185.55,49394,4145,1434,3290,7,64356,76,119,1
47:18:11:96:19:80,c9:a9:ff:b5:a3:56,167.235.189.24,36.86.252.203,55801,4836,483,1720,5,46097,7,105,0
73:d8:b9:a1:4b:cb,70:50:66:5e:be:ad,124.217.62.217,106.102.78.188,19093,896,1422,3970,4,11970,61,100,1
96:f8:85:99:bf:90,64:54:6b:6a:b6:f2,10.210.135.25,38.47.105.204,15063,19664,1443,3916,5,61098,79,82,0
d9:66:a9:eb:aa:c1,14:af:61:9f:29:10,153.0.22.221,21.99.110.14,16890,9610,566,3604,1,37946,7,31,1
ab:a7:7e:88:7c:52,86:cc:8d:81:33:fa,86.94.61.70,126.160.7.208,10802,8245,1349,2765,0,42348,84,65,1
